 Output of initial values
 ISTEP=           0 DPDXB=  0.000000000000000E+000 DPREF=
  0.000000000000000E+000
 FAC=   1.33038289509454     


           Y/Y.5      U       DUDY          TK          TP12        TP11        TP22      TP33         Y+         U+       XMUL     XMULM
  56    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  57    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  58    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  59    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  60    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  61    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  62    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  63    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  64    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  65    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  66    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  67    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  68    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  69    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  70    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  71    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  72    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  73    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  74    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  75    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  76    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  77    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  78    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  79    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  80    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  81    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  82    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  83    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  84    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  85    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  86    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  87    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  88    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  89    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  90    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  91    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  92    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  93    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  94    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  95    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  96    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  97    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  98    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  99    0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 


           TLN11     TLN22    TLN33        TLN12
   1    0.000E+00  0.000E+00  0.000E+00  0.000E+00
   2    0.000E+00  0.000E+00  0.000E+00  0.000E+00
   3    0.000E+00  0.000E+00  0.000E+00  0.000E+00
   4    0.000E+00  0.000E+00  0.000E+00  0.000E+00
   5    0.000E+00  0.000E+00  0.000E+00  0.000E+00
   6    0.000E+00  0.000E+00  0.000E+00  0.000E+00
   7    0.000E+00  0.000E+00  0.000E+00  0.000E+00
   8    0.000E+00  0.000E+00  0.000E+00  0.000E+00
   9    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  10    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  11    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  12    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  13    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  14    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  15    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  16    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  17    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  18    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  19    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  20    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  21    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  22    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  23    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  24    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  25    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  26    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  27    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  28    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  29    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  30    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  31    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  32    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  33    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  34    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  35    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  36    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  37    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  38    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  39    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  40    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  41    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  42    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  43    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  44    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  45    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  46    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  47    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  48    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  49    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  50    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  51    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  52    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  53    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  54    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  55    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  56    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  57    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  58    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  59    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  60    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  61    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  62    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  63    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  64    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  65    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  66    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  67    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  68    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  69    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  70    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  71    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  72    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  73    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  74    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  75    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  76    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  77    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  78    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  79    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  80    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  81    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  82    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  83    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  84    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  85    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  86    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  87    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  88    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  89    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  90    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  91    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  92    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  93    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  94    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  95    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  96    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  97    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  98    0.000E+00  0.000E+00  0.000E+00  0.000E+00
  99    0.000E+00  0.000E+00  0.000E+00  0.000E+00
 
 ISTEP=         1000 DPDXB=  -2.005480470540323E-004  ERR = 
  5.397016654609132E-004  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=         2000 DPDXB=  -1.570869094750253E-004  ERR = 
 -9.167560964367223E-005  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=         3000 DPDXB=  -1.921822474945446E-004  ERR = 
 -2.049260986672091E-004  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=         4000 DPDXB=  -2.247647924466868E-004  ERR = 
 -1.106689229562062E-004  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=         5000 DPDXB=  -2.418957472227002E-004  ERR = 
 -4.066437385953541E-005  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=         6000 DPDXB=  -2.458101657901412E-004  ERR = 
  4.549529902088371E-006  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=         7000 DPDXB=  -2.415332939753676E-004  ERR = 
  2.693467439192078E-005  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=         8000 DPDXB=  -2.344220615083517E-004  ERR = 
  3.010534500931062E-005  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=         9000 DPDXB=  -2.283630082788106E-004  ERR = 
  2.093527543124182E-005  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=        10000 DPDXB=  -2.250898613115140E-004  ERR = 
  7.986090252290599E-006  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=        10500 DPDXB=  -2.245210059948525E-004  ERR = 
  2.323609375343514E-006  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=        11000 DPDXB=  -2.245221792410766E-004  ERR = 
 -2.108017695128221E-006  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=        11500 DPDXB=  -2.249424918070672E-004  ERR = 
 -5.129474799315679E-006  XMUTP12 =   0.000000000000000E+000  VC22 =
  0.000000000000000E+000 TLN11 =  0.000000000000000E+000 TLN22 =
  0.000000000000000E+000 TLN33 =  0.000000000000000E+000 TLN12 =
  0.000000000000000E+000
 ISTEP=        12000 DPDXB=  -2.263437812668358E-004  ERR = 
 -3.180134255683090E-003  XMUTP12 =   5.544806509116502E-005  VC22 =
  6.941444140477370E-005 TLN11 =  3.234257589466963E-004 TLN22 =
  3.228414861567519E-004 TLN33 =  3.231237884992009E-004 TLN12 =
 -1.041861347272157E-004
 ISTEP=        12500 DPDXB=  -1.956188341485617E-004  ERR = 
  2.055940986930327E-004  XMUTP12 =   5.168626906609673E-005  VC22 =
  1.288376943489376E-004 TLN11 =  4.557826096030857E-003 TLN22 =
  4.552774913150608E-003 TLN33 =  4.555253334575994E-003 TLN12 =
 -1.517615136193776E-003
 ISTEP=        13000 DPDXB=  -1.801254035275547E-004  ERR = 
  1.205549925811842E-004  XMUTP12 =   6.511537247237513E-005  VC22 =
  1.109880921345348E-004 TLN11 =  3.769579922966744E-003 TLN22 =
  3.764544217325287E-003 TLN33 =  3.766996816557443E-003 TLN12 =
 -1.312960631054737E-003
 ISTEP=        13500 DPDXB=  -1.738449024331103E-004  ERR = 
  3.033882295921448E-005  XMUTP12 =   7.045146189802571E-005  VC22 =
  1.009901575483464E-004 TLN11 =  3.401496944570417E-003 TLN22 =
  3.396370825369872E-003 TLN33 =  3.398855947090807E-003 TLN12 =
 -1.215736703798092E-003
 ISTEP=        14000 DPDXB=  -1.723527752765949E-004  ERR = 
  1.810959067795730E-005  XMUTP12 =   7.355220556695422E-005  VC22 =
  9.841864347859875E-005 TLN11 =  3.287299577700395E-003 TLN22 =
  3.281911558943753E-003 TLN33 =  3.284515271736403E-003 TLN12 =
 -1.189013207244922E-003
 ISTEP=        14500 DPDXB=  -1.695062895092525E-004  ERR = 
  4.601098284168982E-005  XMUTP12 =   7.618355586092905E-005  VC22 =
  9.617146544011081E-005 TLN11 =  3.147018055171430E-003 TLN22 =
  3.141561673604463E-003 TLN33 =  3.144193925409220E-003 TLN12 =
 -1.140427617722786E-003
 ISTEP=        15000 DPDXB=  -1.658433236058713E-004  ERR = 
  2.874132017089623E-005  XMUTP12 =   7.870166278328763E-005  VC22 =
  9.237205859853370E-005 TLN11 =  2.928875402127698E-003 TLN22 =
  2.923505867724759E-003 TLN33 =  2.926093499820380E-003 TLN12 =
 -1.061901965286275E-003
 ISTEP=        15500 DPDXB=  -1.662900344474567E-004  ERR = 
 -4.509442110552071E-005  XMUTP12 =   8.006985701581772E-005  VC22 =
  9.016410011390725E-005 TLN11 =  2.765260220657850E-003 TLN22 =
  2.759895908990756E-003 TLN33 =  2.762479373939348E-003 TLN12 =
 -1.004564214586305E-003
 ISTEP=        16000 DPDXB=  -1.726506034482970E-004  ERR = 
 -9.714623150109956E-005  XMUTP12 =   7.986039579983115E-005  VC22 =
  9.155780757962575E-005 TLN11 =  2.729583507642599E-003 TLN22 =
  2.724082248172286E-003 TLN33 =  2.726732364339403E-003 TLN12 =
 -9.897781677464588E-004
 ISTEP=        16500 DPDXB=  -1.819742197562443E-004  ERR = 
 -1.070183882045453E-004  XMUTP12 =   7.878171570000665E-005  VC22 =
  9.522538057993046E-005 TLN11 =  2.777329335336222E-003 TLN22 =
  2.771622387904013E-003 TLN33 =  2.774374545023065E-003 TLN12 =
 -9.995115416006452E-004
 ISTEP=        17000 DPDXB=  -1.912118555787999E-004  ERR = 
 -8.760367444208960E-005  XMUTP12 =   7.744921438523439E-005  VC22 =
  9.969845863170649E-005 TLN11 =  2.870231474550073E-003 TLN22 =
  2.864316363824035E-003 TLN33 =  2.867172652023269E-003 TLN12 =
 -1.021935210073306E-003
 ISTEP=        17500 DPDXB=  -1.981999881426794E-004  ERR = 
 -5.496606481790171E-005  XMUTP12 =   7.612111277261763E-005  VC22 =
  1.037709814102201E-004 TLN11 =  2.975393029418190E-003 TLN22 =
  2.969336799226919E-003 TLN33 =  2.972264967893226E-003 TLN12 =
 -1.048051584853988E-003
 ISTEP=        18000 DPDXB=  -2.019588766420197E-004  ERR = 
 -2.067318487385293E-005  XMUTP12 =   7.497089376933318E-005  VC22 =
  1.066199616968641E-004 TLN11 =  3.064819608708474E-003 TLN22 =
  3.058721082069865E-003 TLN33 =  3.061672907271323E-003 TLN12 =
 -1.070491056055607E-003
 ISTEP=        18500 DPDXB=  -2.025251930407910E-004  ERR = 
  8.024274453660580E-006  XMUTP12 =   7.415235376070408E-005  VC22 =
  1.078435420382378E-004 TLN11 =  3.118244051499435E-003 TLN22 =
  3.112196742170148E-003 TLN33 =  3.115126120714567E-003 TLN12 =
 -1.083693179603546E-003
 ISTEP=        19000 DPDXB=  -2.006838762644242E-004  ERR = 
  2.652934528588428E-005  XMUTP12 =   7.376072299564352E-005  VC22 =
  1.074997796636181E-004 TLN11 =  3.128072017443840E-003 TLN22 =
  3.122136995417378E-003 TLN33 =  3.125013300302050E-003 TLN12 =
 -1.085447888914263E-003
 ISTEP=        19500 DPDXB=  -1.976162956995326E-004  ERR = 
  3.312804834444933E-005  XMUTP12 =   7.377704230302631E-005  VC22 =
  1.060773450546781E-004 TLN11 =  3.102087767549975E-003 TLN22 =
  3.096281992852939E-003 TLN33 =  3.099095995024641E-003 TLN12 =
 -1.077823690931968E-003
 ISTEP=        20000 DPDXB=  -1.944779029969537E-004  ERR = 
  2.951665764662666E-005  XMUTP12 =   7.407087482104904E-005  VC22 =
  1.042757811228815E-004 TLN11 =  3.058376187888171E-003 TLN22 =
  3.052678779136394E-003 TLN33 =  3.055439845703938E-003 TLN12 =
 -1.065754417719822E-003
 ISTEP=        20500 DPDXB=  -1.920619464175547E-004  ERR = 
  1.991562984737864E-005  XMUTP12 =   7.446709233669724E-005  VC22 =
  1.026964978687463E-004 TLN11 =  3.015176245064608E-003 TLN22 =
  3.009546674340553E-003 TLN33 =  3.012274063428753E-003 TLN12 =
 -1.054159385272867E-003
 ISTEP=        21000 DPDXB=  -1.906860883213280E-004  ERR = 
  8.972693504774080E-006  XMUTP12 =   7.482197283295878E-005  VC22 =
  1.016570446553598E-004 TLN11 =  2.983574013784573E-003 TLN22 =
  2.977970876055906E-003 TLN33 =  2.980684615272482E-003 TLN12 =
 -1.045912465153075E-003
 ISTEP=        21500 DPDXB=  -1.902841111344306E-004  ERR = 
 -1.427534875599801E-008  XMUTP12 =   7.506013911593573E-005  VC22 =
  1.011992192075417E-004 TLN11 =  2.966616991584066E-003 TLN22 =
  2.961009343271123E-003 TLN33 =  2.963724619350563E-003 TLN12 =
 -1.041664540358812E-003
 ISTEP=        22000 DPDXB=  -1.905810071033933E-004  ERR = 
 -5.612856939442554E-006  XMUTP12 =   7.516855878816610E-005  VC22 =
  1.012001679805623E-004 TLN11 =  2.962257951556552E-003 TLN22 =
  2.956628450019640E-003 TLN33 =  2.959353949710068E-003 TLN12 =
 -1.040732547328576E-003
 ISTEP=        22500 DPDXB=  -1.912471359940009E-004  ERR = 
 -7.825053408910450E-006  XMUTP12 =   7.517147259642874E-005  VC22 =
  1.014811364516920E-004 TLN11 =  2.966472272588520E-003 TLN22 =
  2.960815417435975E-003 TLN33 =  2.963554072667877E-003 TLN12 =
 -1.041982740408233E-003
 ISTEP=        23000 DPDXB=  -1.919945210397132E-004  ERR = 
 -7.426373584064172E-006  XMUTP12 =   7.510728101772410E-005  VC22 =
  1.018734999946333E-004 TLN11 =  2.975097605621865E-003 TLN22 =
  2.969416219778967E-003 TLN33 =  2.972166855307728E-003 TLN12 =
 -1.044308738452985E-003
 ISTEP=        23500 DPDXB=  -1.926221554710003E-004  ERR = 
 -5.458615416159578E-006  XMUTP12 =   7.501422927633941E-005  VC22 =
  1.022485031926874E-004 TLN11 =  2.984645557503467E-003 TLN22 =
  2.978947102716210E-003 TLN33 =  2.981706205614392E-003 TLN12 =
 -1.046812042509504E-003
 ISTEP=        24000 DPDXB=  -1.930268229900671E-004  ERR = 
 -2.918795498307981E-006  XMUTP12 =   7.492303842404383E-005  VC22 =
  1.025268436408276E-004 TLN11 =  2.992644950512423E-003 TLN22 =
  2.986938294582090E-003 TLN33 =  2.989701590683169E-003 TLN12 =
 -1.048867681930829E-003
 ISTEP=        24500 DPDXB=  -1.931915902547381E-004  ERR = 
 -5.814304061874316E-007  XMUTP12 =   7.485356815673647E-005  VC22 =
  1.026774337304202E-004 TLN11 =  2.997773364667587E-003 TLN22 =
  2.992066324771108E-003 TLN33 =  2.994829992042646E-003 TLN12 =
 -1.050149698319500E-003
 ISTEP=        25000 DPDXB=  -1.931606144642500E-004  ERR = 
  1.085841496760156E-006  XMUTP12 =   7.481423036746841E-005  VC22 =
  1.027085282258073E-004 TLN11 =  2.999790937904327E-003 TLN22 =
  2.994088824052041E-003 TLN33 =  2.996850225434953E-003 TLN12 =
 -1.050612525358119E-003
 ISTEP=        25500 DPDXB=  -1.930085723572191E-004  ERR = 
  1.925661372363247E-006  XMUTP12 =   7.480373550424469E-005  VC22 =
  1.026534424750198E-004 TLN11 =  2.999270027244635E-003 TLN22 =
  2.993575225529440E-003 TLN33 =  2.996333135503371E-003 TLN12 =
 -1.050419610192765E-003
 ISTEP=        26000 DPDXB=  -1.928127956657357E-004  ERR = 
  2.027273018473108E-006  XMUTP12 =   7.481449025092415E-005  VC22 =
  1.025546071883712E-004 TLN11 =  2.997200535423063E-003 TLN22 =
  2.991512928722241E-003 TLN33 =  2.994267347169637E-003 TLN12 =
 -1.049838592077714E-003
 ISTEP=        26500 DPDXB=  -1.926339682468716E-004  ERR = 
  1.623891400014727E-006  XMUTP12 =   7.483649572961568E-005  VC22 =
  1.024502568442558E-004 TLN11 =  2.994605167376400E-003 TLN22 =
  2.988923024863071E-003 TLN33 =  2.991674754963089E-003 TLN12 =
 -1.049139626086739E-003
